journal_id,journal_name,field
17301,THEORETICAL CHEMISTRY ACCOUNTS,Physics and Astronomy
17296,Theoretical and Experimental Chemistry,Chemical Engineering
17305,THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,Engineering
17309,THEORETICAL POPULATION BIOLOGY,"Biochemistry, Genetics and Molecular Biology"
17321,THEORY OF COMPUTING SYSTEMS,Computer Science
17315,THEORY AND DECISION,Decision Sciences
17311,Theoria-A Swedish Journal of Philosophy,Psychology
17313,THEORY & PSYCHOLOGY,Psychology
17308,THEORETICAL MEDICINE AND BIOETHICS,Health Professions
17314,Theory and Applications of Categories,Mathematics
17317,THEORY AND PRACTICE OF LOGIC PROGRAMMING,Computer Science
17307,THEORETICAL LINGUISTICS,Arts and Humanities
17306,THEORETICAL ISSUES IN ERGONOMICS SCIENCE,Psychology
17319,THEORY IN BIOSCIENCES,"Biochemistry, Genetics and Molecular Biology"
17304,Theoretical Economics,Decision Sciences
17310,THEORIA,Social Sciences
17303,Theoretical Ecology,"Biochemistry, Genetics and Molecular Biology"
17318,Theory and Research in Education,Social Sciences
17312,THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA,Arts and Humanities
17294,Theoretical and Applied Mechanics,Engineering
17299,Theoretical and Practical Issues of Journalism,Social Sciences
17320,Theory of Computing,Computer Science
17316,Theory and Practice of Legislation,Social Sciences
17300,Theoretical Biology Forum,Materials Science
17361,THROMBOSIS AND HAEMOSTASIS,Medicine
17360,THORAX,Medicine
17366,TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING,Psychology
17356,THORACIC AND CARDIOVASCULAR SURGEON,Medicine
17352,THIN-WALLED STRUCTURES,Engineering
17364,THYROID,Medicine
17346,Thermal Science,Engineering
17324,Theranostics,Engineering
17322,THEORY OF PROBABILITY AND ITS APPLICATIONS,"Economics, Econometrics and Finance"
17347,Thermal Science and Engineering Progress,Engineering
17355,THOMIST,Arts and Humanities
17336,THERAPEUTIC APHERESIS AND DIALYSIS,Medicine
17345,THERMAL ENGINEERING,Engineering
17342,THERAPEUTISCHE UMSCHAU,Health Professions
17350,Thesis Eleven,Social Sciences
17354,Third Text,Arts and Humanities
17369,TIERAERZTLICHE PRAXIS AUSGABE GROSSTIERE NUTZTIERE,Veterinary
17349,Thermophysics and Aeromechanics,Engineering
17359,Thoracic Surgery Clinics,Medicine
17353,Think-Philosophy for Everyone,Social Sciences
17332,Therapeutic Advances in Neurological Disorders,Medicine
17340,Therapeutic Recreation Journal,Psychology
17367,TIDSSKRIFT FOR SAMFUNNSFORSKNING,Social Sciences
17323,Theory of Probability and Mathematical Statistics,"Economics, Econometrics and Finance"
17338,Therapeutic Hypothermia and Temperature Management,Medicine
17357,Thoracic and Cardiovascular Surgeon Reports,Medicine
17385,tm-Technisches Messen,Engineering
17393,Tomsk State University Journal,Social Sciences
17374,Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,Arts and Humanities
17390,TOHOKU MATHEMATICAL JOURNAL,Mathematics
17370,TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,Medicine
17399,TOPICS IN CLINICAL NUTRITION,Health Professions
17405,TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY,Psychology
17402,TOPICS IN GERIATRIC REHABILITATION,Health Professions
17372,TIJDSCHRIFT VOOR GESCHIEDENIS,Social Sciences
17391,Tokyo Journal of Mathematics,Mathematics
17388,Tocqueville Review,Social Sciences
17380,Tissue Engineering and Regenerative Medicine,Medicine
17397,Topicos-Revista de Filosofia,Social Sciences
17395,Top,Engineering
17384,Tizard Learning Disability Review,Social Sciences
17401,Topics in Current Chemistry,"Biochemistry, Genetics and Molecular Biology"
17396,TOPIA-Canadian Journal of Cultural Studies,Social Sciences
17382,Tissue Engineering Part B-Reviews,Medicine
17400,Topics in Companion Animal Medicine,Veterinary
17378,Tire Science and Technology,Engineering
17371,Tijdschrift voor Communicatiewetenschap,Social Sciences
17376,Time & Mind-The Journal of Archaeology Consciousness and Culture,Earth and Planetary Sciences
17394,Tomskii Zhurnal Lingvisticheskikh i Antropologicheskikh Issledovanii-Tomsk Journal of Linguistics and Anthropology,Arts and Humanities
17377,Timing & Time Perception,Neuroscience
17373,TIJDSCHRIFT VOOR NEDERLANDSE TAAL-EN LETTERKUNDE,Social Sciences
17403,Topics in Linguistics,Psychology
17375,Timarit um Uppeldi og Menntun-Icelandic Journal of Education,Social Sciences
17426,TOXICOLOGY,"Biochemistry, Genetics and Molecular Biology"
17408,TOPOLOGY AND ITS APPLICATIONS,Mathematics
17445,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,Chemistry
17416,Tourism Management,Social Sciences
17421,TOWN PLANNING REVIEW,Social Sciences
17422,TOXICOLOGIC PATHOLOGY,Immunology and Microbiology
17423,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,Environmental Science
17440,TPM-The Philosophers Magazine,Social Sciences
17412,TOUNG PAO,Social Sciences
17407,Topological Methods in Nonlinear Analysis,Mathematics
17409,Toronto Journal of Theology,Arts and Humanities
17413,Tourism Analysis,Social Sciences
17417,Tourism Management Perspectives,Social Sciences
17418,Tourism Review,Social Sciences
17443,Trabajos de Prehistoria,Arts and Humanities
17414,Tourism and Hospitality Management-Croatia,Social Sciences
17446,TRACE ELEMENTS AND ELECTROLYTES,Nursing
17406,Topoi-Revista de Historia,Social Sciences
17428,Toxicology and Environmental Health Sciences,Environmental Science
17419,Tourism Review International,Social Sciences
17415,TOURISM CULTURE & COMMUNICATION,Social Sciences
17444,Trabajos y comunicaciones,Social Sciences
17441,Trabajo Social,Social Sciences
17442,Trabajo Social Global-Global Social Work,Social Sciences
17411,Torres de Lucca-Revista Internacional de Filosofia Politica,Social Sciences
17430,Toxicology Communications,Medicine
17420,Town and Regional Planning,Social Sciences
17410,Torre del Virrey-Revista de Estudios Culturales,Social Sciences
17467,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,Mathematics
17464,TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,Engineering
17478,Transactions of the Korean Society of Mechanical Engineers A,Engineering
17474,TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,Engineering
17479,Transactions of the Korean Society of Mechanical Engineers B,Engineering
17476,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,Engineering
17473,Transactions of the Indian Ceramic Society,Materials Science
17469,Transactions of the ASABE,Environmental Science
17454,Traffic Injury Prevention,Engineering
17455,Traitement du Signal,Neuroscience
17458,Trans-Form-Acao,Psychology
17471,Transactions of the Canadian Society for Mechanical Engineering,Engineering
17447,TRADITIO-STUDIES IN ANCIENT AND MEDIEVAL HISTORY THOUGHT AND RELIGION,Arts and Humanities
17448,Tradition & Discovery,"Economics, Econometrics and Finance"
17477,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,Engineering
17472,TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY,Arts and Humanities
17468,Transactions of the American Philological Association,Social Sciences
17470,Transactions of the Association for Computational Linguistics,Computer Science
17457,TRAMES-Journal of the Humanities and Social Sciences,Social Sciences
17465,TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,Agricultural and Biological Sciences
17451,Traditional Medicine Research,Medicine
17460,Trans-Revue de Litterature Generale et Comparee,Arts and Humanities
17459,Trans-Revista de Traductologia,Arts and Humanities
17463,Transactions of FAMENA,Engineering
17450,Traditional & Kampo Medicine,"Pharmacology, Toxicology and Pharmaceutics"
17461,TRaNS-Trans-Regional and -National Studies of Southeast Asia,Social Sciences
17456,Trakya University Journal of Natural Sciences,"Biochemistry, Genetics and Molecular Biology"
17452,Tradumatica-Traduccio i Tecnologies de la Informacio i la Comunicacio,Arts and Humanities
17462,Transactions of A Razmadze Mathematical Institute,Mathematics
17449,Tradition-A Journal of Orthodox Jewish Thought,Social Sciences
17517,Translational Cancer Research,Medicine
17497,TRANSFUSION CLINIQUE ET BIOLOGIQUE,"Business, Management and Accounting"
17496,TRANSFUSION AND APHERESIS SCIENCE,Medicine
17498,TRANSFUSION MEDICINE,Medicine
17481,TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,Arts and Humanities
17505,Transition,Social Sciences
17493,Transformation-An International Journal of Holistic Mission Studies,Social Sciences
17487,Transactions on Electrical and Electronic Materials,Engineering
17515,Translational Animal Science,Agricultural and Biological Sciences
17509,Translation and Literature,Arts and Humanities
17501,Transfusionsmedizin,Medicine
17511,TRANSLATION REVIEW,Arts and Humanities
17492,TRANSFORMATION GROUPS,Mathematics
17484,TRANSACTIONS OF TIANJIN UNIVERSITY,Energy
17494,Transformation-Critical Perspectives on Southern Africa,Social Sciences
17504,Transinformacao,Computer Science
17491,Transfers-Interdisciplinary Journal of Mobility Studies,Social Sciences
17508,Translation and Interpreting Studies,Arts and Humanities
17482,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,Environmental Science
17489,Transactions on Maritime Science-ToMS,Engineering
17518,Translational Journal of the American College of Sports Medicine,Medicine
17513,Translational and Clinical Pharmacology,Mathematics
17507,Translation & Interpreting-The International Journal of Translation and Interpreting,Health Professions
17510,Translation and Translanguaging in Multilingual Contexts,Arts and Humanities
17512,Translation Spaces,Arts and Humanities
17480,Transactions of the London Mathematical Society,Mathematics
17486,Transactions on Data Privacy,Computer Science
17485,Transactions on Combinatorics,Computer Science
17537,TRANSPLANTATION,Medicine
17558,TRANSPORTATION RESEARCH RECORD,Social Sciences
17539,TRANSPLANTATION PROCEEDINGS,Medicine
17553,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Social Sciences
17525,Translational Psychiatry,Neuroscience
17555,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,Social Sciences
17556,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,Engineering
17557,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,Social Sciences
17554,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,Social Sciences
17544,Transport Policy,Social Sciences
17526,Translational Research,"Economics, Econometrics and Finance"
17523,Translational Oncology,Medicine
17533,Transplant Immunology,Medicine
17548,Transportation Geotechnics,Engineering
17546,TRANSPORT REVIEWS,Social Sciences
17524,Translational Pediatrics,Medicine
17552,TRANSPORTATION PLANNING AND TECHNOLOGY,Social Sciences
17541,Transport,Social Sciences
17532,TransNav-International Journal on Marine Navigation and Safety of Sea Transportation,Engineering
17550,TRANSPORTATION JOURNAL,"Business, Management and Accounting"
17545,Transport Problems,Engineering
17530,Translator,Arts and Humanities
17521,Translational Neurodegeneration,Medicine
17527,Translational Sports Medicine,Medicine
17542,Transport and Telecommunication Journal,Social Sciences
17549,Transportation in Developing Economies,Social Sciences
17531,Transnational Screens,"Economics, Econometrics and Finance"
17536,Transplant Research and Risk Management,Medicine
17520,Translational Medicine at UniSa,Medicine
17579,TRENDS IN BIOCHEMICAL SCIENCES,"Biochemistry, Genetics and Molecular Biology"
17587,TRENDS IN ECOLOGY & EVOLUTION,Agricultural and Biological Sciences
17590,TRENDS IN FOOD SCIENCE & TECHNOLOGY,Agricultural and Biological Sciences
17591,TRENDS IN GENETICS,"Biochemistry, Genetics and Molecular Biology"
17580,TRENDS IN BIOTECHNOLOGY,"Biochemistry, Genetics and Molecular Biology"
17583,TRENDS IN CELL BIOLOGY,"Biochemistry, Genetics and Molecular Biology"
17586,TRENDS IN COGNITIVE SCIENCES,Neuroscience
17588,TRENDS IN ENDOCRINOLOGY AND METABOLISM,"Economics, Econometrics and Finance"
17571,Travel Medicine and Infectious Disease,Medicine
17582,TRENDS IN CARDIOVASCULAR MEDICINE,Medicine
17559,TRANSPORTATION SCIENCE,Social Sciences
17567,Trauma-England,Medicine
17578,Trends in Anaesthesia and Critical Care,Medicine
17568,Travail Genre et Societes,Social Sciences
17566,Trauma Violence & Abuse,Social Sciences
17572,Travmatologiya i ortopediya Rossii,Medicine
17581,Trends in Cancer,"Economics, Econometrics and Finance"
17562,Transylvanian Review,Social Sciences
17570,Travel Behaviour and Society,Social Sciences
17584,Trends in Chemistry,"Economics, Econometrics and Finance"
17565,Trauma Monthly,Medicine
17569,TRAVAIL HUMAIN,Social Sciences
17563,Transylvanian Review of Administrative Sciences,Social Sciences
17585,Trends in Classics,Social Sciences
17576,Tree-Ring Research,Earth and Planetary Sciences
17564,Trashumante-Revista Americana de Historia Social,Social Sciences
17589,Trends in Environmental Analytical Chemistry,Chemistry
17573,Treballs de Sociolinguistica Catalana,Arts and Humanities
17603,Tribology International,Engineering
17599,TRENDS IN PHARMACOLOGICAL SCIENCES,"Biochemistry, Genetics and Molecular Biology"
17597,TRENDS IN NEUROSCIENCES,Neuroscience
17616,TROPICAL DOCTOR,Medicine
17595,TRENDS IN MICROBIOLOGY,"Biochemistry, Genetics and Molecular Biology"
17600,TRENDS IN PLANT SCIENCE,Agricultural and Biological Sciences
17628,Trusts & Trustees,Social Sciences
17619,TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,"Biochemistry, Genetics and Molecular Biology"
17598,TRENDS IN PARASITOLOGY,Medicine
17629,TSINGHUA SCIENCE AND TECHNOLOGY,Computer Science
17594,TRENDS IN IMMUNOLOGY,Immunology and Microbiology
17596,TRENDS IN MOLECULAR MEDICINE,"Economics, Econometrics and Finance"
17611,TROPICAL AGRICULTURE,Agricultural and Biological Sciences
17592,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,"Biochemistry, Genetics and Molecular Biology"
17630,Tsukuba Journal of Mathematics,Mathematics
17624,Tropical Plant Pathology,"Biochemistry, Genetics and Molecular Biology"
17627,Trudy Instituta Matematiki i Mekhaniki UrO RAN,Social Sciences
17609,TRIPLEC-Communication Capitalism & Critique,Social Sciences
17601,Trends in Urology & Mens Health,Medicine
17605,Tribology Online,Engineering
17610,Tripodos,Computer Science
17626,Tropics,Environmental Science
17608,TRIMESTRE ECONOMICO,"Economics, Econometrics and Finance"
17617,TROPICAL ECOLOGY,Environmental Science
17625,TROPICAL ZOOLOGY,Environmental Science
17614,TROPICAL BIOMEDICINE,Medicine
17613,Tropical Animal Science Journal,Agricultural and Biological Sciences
17607,Tribology-Materials Surfaces & Interfaces,Engineering
17618,Tropical Grasslands-Forrajes Tropicales,Agricultural and Biological Sciences
17620,Tropical Life Sciences Research,Agricultural and Biological Sciences
17641,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,Engineering
17665,Turkish Journal of Electrical Engineering and Computer Sciences,Engineering
17644,Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,Medicine
17662,TURKISH JOURNAL OF CHEMISTRY,Chemistry
17645,Turk Kardiyoloji Dernegi Arsivi-Archives of the Turkish Society of Cardiology,Medicine
17658,Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,"Economics, Econometrics and Finance"
17646,Turk Oftalmoloji Dergisi-Turkish Journal of Ophthalmology,Medicine
17634,TULSA STUDIES IN WOMENS LITERATURE,Arts and Humanities
17660,TURKISH JOURNAL OF BOTANY,Agricultural and Biological Sciences
17659,TURKISH JOURNAL OF BIOLOGY,"Biochemistry, Genetics and Molecular Biology"
17649,Turk Psikiyatri Dergisi,Medicine
17632,Tuberkuloz ve Toraks-Tuberculosis and Thorax,Medicine
17666,Turkish Journal of Emergency Medicine,Medicine
17642,Turczaninowia,Agricultural and Biological Sciences
17663,TURKISH JOURNAL OF EARTH SCIENCES,Earth and Planetary Sciences
17654,Turkish Archives of Pediatrics,Medicine
17647,Turk Onkoloji Dergisi-Turkish Journal of Oncology,Physics and Astronomy
17643,Turk Dermatoloji Dergisi-Turkish Journal of Dermatology,Medicine
17638,Tungsten,Engineering
17650,TURK PSIKOLOJI DERGISI,Arts and Humanities
