Journal name,Year,JIF,Rank," 9,483.00 ",,,,,,
Ciencia e Tecnica Vitivinicola,2022,0.8,8499, 89.62 ,,,,,,
CIENCIA RURAL,2022,0.8,8500, 89.63 ,,,,,,
Clinical and Investigative Medicine,2022,0.8,8501, 89.64 ,,,,,,
COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,2022,0.8,8502, 89.66 ,,,,,,
COMPARATIVE MEDICINE,2022,0.8,8503, 89.67 ,,,,,,
Complex Analysis and Operator Theory,2022,0.8,8504, 89.68 ,,,,,,
COMPTES RENDUS MATHEMATIQUE,2022,0.8,8505, 89.69 ,,,,,,
COMPTES RENDUS MECANIQUE,2022,0.8,8506, 89.70 ,,,,,,
Contemporary Problems of Ecology,2022,0.8,8507, 89.71 ,,,,,,
CRYPTOGAMIE BRYOLOGIE,2022,0.8,8508, 89.72 ,,,,,,
Current Proteomics,2022,0.8,8509, 89.73 ,,,,,,
Dermatologie,2022,0.8,8510, 89.74 ,,,,,,
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,2022,0.8,8511, 89.75 ,,,,,,
DISCRETE & COMPUTATIONAL GEOMETRY,2022,0.8,8512, 89.76 ,,,,,,
DISCRETE MATHEMATICS,2022,0.8,8513, 89.77 ,,,,,,
Doklady Biochemistry and Biophysics,2022,0.8,8514, 89.78 ,,,,,,
DOKLADY CHEMISTRY,2022,0.8,8515, 89.79 ,,,,,,
DOKLADY PHYSICS,2022,0.8,8516, 89.80 ,,,,,,
Drewno,2022,0.8,8517, 89.81 ,,,,,,
ECONOMETRIC THEORY,2022,0.8,8518, 89.82 ,,,,,,
ELECTROMAGNETICS,2022,0.8,8519, 89.83 ,,,,,,
Electronic Research Archive,2022,0.8,8520, 89.84 ,,,,,,
ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION,2022,0.8,8521, 89.86 ,,,,,,
Expert Opinion on Orphan Drugs,2022,0.8,8522, 89.87 ,,,,,,
FERROELECTRICS,2022,0.8,8523, 89.88 ,,,,,,
Filomat,2022,0.8,8524, 89.89 ,,,,,,
FISHERY BULLETIN,2022,0.8,8525, 89.90 ,,,,,,
FORMAL METHODS IN SYSTEM DESIGN,2022,0.8,8526, 89.91 ,,,,,,
FORUM MATHEMATICUM,2022,0.8,8527, 89.92 ,,,,,,
FUNDAMENTA INFORMATICAE,2022,0.8,8528, 89.93 ,,,,,,
Gaceta Medica de Mexico,2022,0.8,8529, 89.94 ,,,,,,
Gastroenterology Nursing,2022,0.8,8530, 89.95 ,,,,,,
GEOCHEMICAL JOURNAL,2022,0.8,8531, 89.96 ,,,,,,
GEOCHEMISTRY INTERNATIONAL,2022,0.8,8532, 89.97 ,,,,,,
Gynecologie Obstetrique Fertilite & Senologie,2022,0.8,8533, 89.98 ,,,,,,
Hacettepe Journal of Mathematics and Statistics,2022,0.8,8534, 89.99 ,,,,,,
HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,2022,0.8,8535, 90.00 ,,,,,,
ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,2022,0.8,8536, 90.01 ,,,,,,
Ideggyogyaszati Szemle-Clinical Neuroscience,2022,0.8,8537, 90.02 ,,,,,,
IEEE INDUSTRY APPLICATIONS MAGAZINE,2022,0.8,8538, 90.03 ,,,,,,
IEICE Electronics Express,2022,0.8,8539, 90.05 ,,,,,,
Indian Journal of Pharmaceutical Education and Research,2022,0.8,8540, 90.06 ,,,,,,
Indian Journal of Traditional Knowledge,2022,0.8,8541, 90.07 ,,,,,,
INORGANIC MATERIALS,2022,0.8,8542, 90.08 ,,,,,,
INTEGRAL EQUATIONS AND OPERATOR THEORY,2022,0.8,8543, 90.09 ,,,,,,
International Food Research Journal,2022,0.8,8544, 90.10 ,,,,,,
INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,2022,0.8,8545, 90.11 ,,,,,,
INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,2022,0.8,8546, 90.12 ,,,,,,
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,2022,0.8,8547, 90.13 ,,,,,,
International Journal of Materials Research,2022,0.8,8548, 90.14 ,,,,,,
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,2022,0.8,8549, 90.15 ,,,,,,
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,2022,0.8,8550, 90.16 ,,,,,,
International Journal of Surface Science and Engineering,2022,0.8,8551, 90.17 ,,,,,,
INVERTEBRATE REPRODUCTION & DEVELOPMENT,2022,0.8,8552, 90.18 ,,,,,,
IZVESTIYA MATHEMATICS,2022,0.8,8553, 90.19 ,,,,,,
JOURNAL OF ALGEBRA AND ITS APPLICATIONS,2022,0.8,8554, 90.20 ,,,,,,
JOURNAL OF ALGEBRAIC COMBINATORICS,2022,0.8,8555, 90.21 ,,,,,,
JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,2022,0.8,8556, 90.22 ,,,,,,
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,2022,0.8,8557, 90.24 ,,,,,,
JOURNAL OF COMPARATIVE PATHOLOGY,2022,0.8,8558, 90.25 ,,,,,,
Journal of Electrical Engineering-Elektrotechnicky Casopis,2022,0.8,8559, 90.26 ,,,,,,
Journal of Elementology,2022,0.8,8560, 90.27 ,,,,,,
JOURNAL OF ENGINEERING TECHNOLOGY,2022,0.8,8561, 90.28 ,,,,,,
JOURNAL OF ENVIRONMENTAL HEALTH,2022,0.8,8562, 90.29 ,,,,,,
Journal of Fractal Geometry,2022,0.8,8563, 90.30 ,,,,,,
Journal of Geometric Mechanics,2022,0.8,8564, 90.31 ,,,,,,
JOURNAL OF HERPETOLOGY,2022,0.8,8565, 90.32 ,,,,,,
Journal of Integral Equations and Applications,2022,0.8,8566, 90.33 ,,,,,,
Journal of Logic Language and Information,2022,0.8,8567, 90.34 ,,,,,,
Journal of Mechanics in Medicine and Biology,2022,0.8,8568, 90.35 ,,,,,,
Journal of Minimal Access Surgery,2022,0.8,8569, 90.36 ,,,,,,
JOURNAL OF MINING SCIENCE,2022,0.8,8570, 90.37 ,,,,,,
JOURNAL OF NATURAL HISTORY,2022,0.8,8571, 90.38 ,,,,,,
JOURNAL OF OPERATOR THEORY,2022,0.8,8572, 90.39 ,,,,,,
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,2022,0.8,8573, 90.40 ,,,,,,
Journal of Plant Registrations,2022,0.8,8574, 90.41 ,,,,,,
JOURNAL OF PURE AND APPLIED ALGEBRA,2022,0.8,8575, 90.42 ,,,,,,
JOURNAL OF STRUCTURAL CHEMISTRY,2022,0.8,8576, 90.44 ,,,,,,
JOURNAL OF THE HISTORY OF BIOLOGY,2022,0.8,8577, 90.45 ,,,,,,
JOURNAL OF THEORETICAL PROBABILITY,2022,0.8,8578, 90.46 ,,,,,,
Journal of Topology and Analysis,2022,0.8,8579, 90.47 ,,,,,,
Journal of Web Engineering,2022,0.8,8580, 90.48 ,,,,,,
KLINISCHE MONATSBLATTER FUR AUGENHEILKUNDE,2022,0.8,8581, 90.49 ,,,,,,
Legume Research,2022,0.8,8582, 90.50 ,,,,,,
LETTERS IN ORGANIC CHEMISTRY,2022,0.8,8583, 90.51 ,,,,,,
LITHOLOGY AND MINERAL RESOURCES,2022,0.8,8584, 90.52 ,,,,,,
Logica Universalis,2022,0.8,8585, 90.53 ,,,,,,
LOW TEMPERATURE PHYSICS,2022,0.8,8586, 90.54 ,,,,,,
Malawi Medical Journal,2022,0.8,8587, 90.55 ,,,,,,
MARINE TECHNOLOGY SOCIETY JOURNAL,2022,0.8,8588, 90.56 ,,,,,,
MATERIALE PLASTICE,2022,0.8,8589, 90.57 ,,,,,,
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,2022,0.8,8590, 90.58 ,,,,,,
MATHEMATIKA,2022,0.8,8591, 90.59 ,,,,,,
MATHEMATISCHE ZEITSCHRIFT,2022,0.8,8592, 90.60 ,,,,,,
MEDICINA-BUENOS AIRES,2022,0.8,8593, 90.61 ,,,,,,
Moscow Mathematical Journal,2022,0.8,8594, 90.63 ,,,,,,
NAGOYA MATHEMATICAL JOURNAL,2022,0.8,8595, 90.64 ,,,,,,
NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,2022,0.8,8596, 90.65 ,,,,,,
Neural Network World,2022,0.8,8597, 90.66 ,,,,,,
NEUROCASE,2022,0.8,8598, 90.67 ,,,,,,
NEUROCIRUGIA,2022,0.8,8599, 90.68 ,,,,,,
NORWEGIAN JOURNAL OF GEOLOGY,2022,0.8,8600, 90.69 ,,,,,,
Ocean and Coastal Research,2022,0.8,8601, 90.70 ,,,,,,
OPEN SYSTEMS & INFORMATION DYNAMICS,2022,0.8,8602, 90.71 ,,,,,,
Orthopadie,2022,0.8,8603, 90.72 ,,,,,,
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,2022,0.8,8604, 90.73 ,,,,,,
Pakistan Journal of Pharmaceutical Sciences,2022,0.8,8605, 90.74 ,,,,,,
Periodica Mathematica Hungarica,2022,0.8,8606, 90.75 ,,,,,,
PESQUISA AGROPECUARIA BRASILEIRA,2022,0.8,8607, 90.76 ,,,,,,
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,2022,0.8,8608, 90.77 ,,,,,,
Planta Daninha,2022,0.8,8609, 90.78 ,,,,,,
POLAR RECORD,2022,0.8,8610, 90.79 ,,,,,,
POLISH JOURNAL OF PATHOLOGY,2022,0.8,8611, 90.80 ,,,,,,
POLISH JOURNAL OF VETERINARY SCIENCES,2022,0.8,8612, 90.82 ,,,,,,
Portugaliae Mathematica,2022,0.8,8613, 90.83 ,,,,,,
Pratiques Psychologiques,2022,0.8,8614, 90.84 ,,,,,,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,2022,0.8,8615, 90.85 ,,,,,,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,2022,0.8,8616, 90.86 ,,,,,,
Progress in Transplantation,2022,0.8,8617, 90.87 ,,,,,,
QUARTERLY OF APPLIED MATHEMATICS,2022,0.8,8618, 90.88 ,,,,,,
QUIMICA NOVA,2022,0.8,8619, 90.89 ,,,,,,
Radiophysics and Quantum Electronics,2022,0.8,8620, 90.90 ,,,,,,
Range Management and Agroforestry,2022,0.8,8621, 90.91 ,,,,,,
REPORTS ON MATHEMATICAL PHYSICS,2022,0.8,8622, 90.92 ,,,,,,
REVISTA BRASILEIRA DE ENTOMOLOGIA,2022,0.8,8623, 90.93 ,,,,,,
Revista Ciencia Agronomica,2022,0.8,8624, 90.94 ,,,,,,
REVISTA DE METALURGIA,2022,0.8,8625, 90.95 ,,,,,,
Revista de Nutricao-Brazilian Journal of Nutrition,2022,0.8,8626, 90.96 ,,,,,,
Revista Internacional de Andrologia,2022,0.8,8627, 90.97 ,,,,,,
Revista Matematica Complutense,2022,0.8,8628, 90.98 ,,,,,,
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,2022,0.8,8629, 90.99 ,,,,,,
REVUE SUISSE DE ZOOLOGIE,2022,0.8,8630, 91.00 ,,,,,,
ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,2022,0.8,8631, 91.02 ,,,,,,
RUSSIAN JOURNAL OF NEMATOLOGY,2022,0.8,8632, 91.03 ,,,,,,
Russian Journal of Non-Ferrous Metals,2022,0.8,8633, 91.04 ,,,,,,
RUSSIAN JOURNAL OF ORGANIC CHEMISTRY,2022,0.8,8634, 91.05 ,,,,,,
Russian Journal of Pacific Geology,2022,0.8,8635, 91.06 ,,,,,,
Sains Malaysiana,2022,0.8,8636, 91.07 ,,,,,,
SBORNIK MATHEMATICS,2022,0.8,8637, 91.08 ,,,,,,
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,2022,0.8,8638, 91.09 ,,,,,,
Sequential Analysis-Design Methods and Applications,2022,0.8,8639, 91.10 ,,,,,,
SIAM JOURNAL ON DISCRETE MATHEMATICS,2022,0.8,8640, 91.11 ,,,,,,
SOCIETY & ANIMALS,2022,0.8,8641, 91.12 ,,,,,,
Soil Mechanics and Foundation Engineering,2022,0.8,8642, 91.13 ,,,,,,
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,2022,0.8,8643, 91.14 ,,,,,,
Southern Forests-A Journal of Forest Science,2022,0.8,8644, 91.15 ,,,,,,
St Petersburg Mathematical Journal,2022,0.8,8645, 91.16 ,,,,,,
STATISTICS & PROBABILITY LETTERS,2022,0.8,8646, 91.17 ,,,,,,
Statistics and Its Interface,2022,0.8,8647, 91.18 ,,,,,,
STUDIA MATHEMATICA,2022,0.8,8648, 91.19 ,,,,,,
STUDIES IN CONSERVATION,2022,0.8,8649, 91.21 ,,,,,,
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,2022,0.8,8650, 91.22 ,,,,,,
THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,2022,0.8,8651, 91.23 ,,,,,,
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,2022,0.8,8652, 91.24 ,,,,,,
TROPICAL BIOMEDICINE,2022,0.8,8653, 91.25 ,,,,,,
Turkish Journal of Field Crops,2022,0.8,8654, 91.26 ,,,,,,
Turkish Neurosurgery,2022,0.8,8655, 91.27 ,,,,,,
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,2022,0.8,8656, 91.28 ,,,,,,
Unfallchirurgie,2022,0.8,8657, 91.29 ,,,,,,
World Rabbit Science,2022,0.8,8658, 91.30 ,,,,,,
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,2022,0.8,8659, 91.31 ,,,,,,
AATCC Journal of Research,2022,0.7,8660, 91.32 ,,,,,,
ACTA ARITHMETICA,2022,0.7,8661, 91.33 ,,,,,,
ACTA CARSOLOGICA,2022,0.7,8662, 91.34 ,,,,,,
ACTA MATHEMATICA SINICA-ENGLISH SERIES,2022,0.7,8663, 91.35 ,,,,,,
ACTA ORNITHOLOGICA,2022,0.7,8664, 91.36 ,,,,,,
Acta Ortopedica Brasileira,2022,0.7,8665, 91.37 ,,,,,,
Acta Paulista de Enfermagem,2022,0.7,8666, 91.38 ,,,,,,
ACTA PHYSICA POLONICA A,2022,0.7,8667, 91.40 ,,,,,,
Acta Scientiarum Polonorum-Hortorum Cultus,2022,0.7,8668, 91.41 ,,,,,,
ALEA-Latin American Journal of Probability and Mathematical Statistics,2022,0.7,8669, 91.42 ,,,,,,
Algebraic and Geometric Topology,2022,0.7,8670, 91.43 ,,,,,,
Alpha Psychiatry,2022,0.7,8671, 91.44 ,,,,,,
Analysis Mathematica,2022,0.7,8672, 91.45 ,,,,,,
ANASTHESIOLOGIE & INTENSIVMEDIZIN,2022,0.7,8673, 91.46 ,,,,,,
Ankara Universitesi Veteriner Fakultesi Dergisi,2022,0.7,8674, 91.47 ,,,,,,
ANNALES BOTANICI FENNICI,2022,0.7,8675, 91.48 ,,,,,,
ANNALES DE L INSTITUT FOURIER,2022,0.7,8676, 91.49 ,,,,,,
ANNALES ZOOLOGICI FENNICI,2022,0.7,8677, 91.50 ,,,,,,
ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,2022,0.7,8678, 91.51 ,,,,,,
ANTHROPOLOGICAL SCIENCE,2022,0.7,8679, 91.52 ,,,,,,
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,2022,0.7,8680, 91.53 ,,,,,,
Applications of Mathematics,2022,0.7,8681, 91.54 ,,,,,,
APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,2022,0.7,8682, 91.55 ,,,,,,
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2022,0.7,8683, 91.56 ,,,,,,
Applied Geophysics,2022,0.7,8684, 91.57 ,,,,,,
ARKIV FOR MATEMATIK,2022,0.7,8685, 91.58 ,,,,,,
AUTOMATION AND REMOTE CONTROL,2022,0.7,8686, 91.60 ,,,,,,
Baltica,2022,0.7,8687, 91.61 ,,,,,,
Bautechnik,2022,0.7,8688, 91.62 ,,,,,,
BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,2022,0.7,8689, 91.63 ,,,,,,
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,2022,0.7,8690, 91.64 ,,,,,,
BIRD STUDY,2022,0.7,8691, 91.65 ,,,,,,
BLUMEA,2022,0.7,8692, 91.66 ,,,,,,
Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,2022,0.7,8693, 91.67 ,,,,,,
BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,2022,0.7,8694, 91.68 ,,,,,,
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,2022,0.7,8695, 91.69 ,,,,,,
BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,2022,0.7,8696, 91.70 ,,,,,,
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,2022,0.7,8697, 91.71 ,,,,,,
Bulletin of the Iranian Mathematical Society,2022,0.7,8698, 91.72 ,,,,,,
CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,2022,0.7,8699, 91.73 ,,,,,,
Cardiovascular Journal of Africa,2022,0.7,8700, 91.74 ,,,,,,
Cement Wapno Beton,2022,0.7,8701, 91.75 ,,,,,,
CHELONIAN CONSERVATION AND BIOLOGY,2022,0.7,8702, 91.76 ,,,,,,
CHINESE JOURNAL OF INORGANIC CHEMISTRY,2022,0.7,8703, 91.77 ,,,,,,
CIENCIAS MARINAS,2022,0.7,8704, 91.79 ,,,,,,
CLINICAL DYSMORPHOLOGY,2022,0.7,8705, 91.80 ,,,,,,
Clinical Laboratory,2022,0.7,8706, 91.81 ,,,,,,
COLEOPTERISTS BULLETIN,2022,0.7,8707, 91.82 ,,,,,,
COMMUNICATIONS IN ALGEBRA,2022,0.7,8708, 91.83 ,,,,,,
COMMUNICATIONS IN ANALYSIS AND GEOMETRY,2022,0.7,8709, 91.84 ,,,,,,
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,2022,0.7,8710, 91.85 ,,,,,,
COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,2022,0.7,8711, 91.86 ,,,,,,
COMPUTING AND INFORMATICS,2022,0.7,8712, 91.87 ,,,,,,
CRYSTALLOGRAPHY REPORTS,2022,0.7,8713, 91.88 ,,,,,,
CURRENT HERPETOLOGY,2022,0.7,8714, 91.89 ,,,,,,
CYBIUM,2022,0.7,8715, 91.90 ,,,,,,
Diabetologie und Stoffwechsel,2022,0.7,8716, 91.91 ,,,,,,
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,2022,0.7,8717, 91.92 ,,,,,,
Discussiones Mathematicae Graph Theory,2022,0.7,8718, 91.93 ,,,,,,
ELECTRONIC JOURNAL OF COMBINATORICS,2022,0.7,8719, 91.94 ,,,,,,
Electronic Journal of Differential Equations,2022,0.7,8720, 91.95 ,,,,,,
Electronic Journal of Linear Algebra,2022,0.7,8721, 91.96 ,,,,,,
ESTUDIOS GEOLOGICOS-MADRID,2022,0.7,8722, 91.98 ,,,,,,
European Journal of Inflammation,2022,0.7,8723, 91.99 ,,,,,,
EUROPEAN JOURNAL OF PHYSICS,2022,0.7,8724, 92.00 ,,,,,,
EXPOSITIONES MATHEMATICAE,2022,0.7,8725, 92.01 ,,,,,,
FOLIA BIOLOGICA-KRAKOW,2022,0.7,8726, 92.02 ,,,,,,
Forest Systems,2022,0.7,8727, 92.03 ,,,,,,
FORKTAIL,2022,0.7,8728, 92.04 ,,,,,,
GEOLOGY OF ORE DEPOSITS,2022,0.7,8729, 92.05 ,,,,,,
Georgian Mathematical Journal,2022,0.7,8730, 92.06 ,,,,,,
GLASS PHYSICS AND CHEMISTRY,2022,0.7,8731, 92.07 ,,,,,,
GRAPHS AND COMBINATORICS,2022,0.7,8732, 92.08 ,,,,,,
Grundwasser,2022,0.7,8733, 92.09 ,,,,,,
HERZOGIA,2022,0.7,8734, 92.10 ,,,,,,
HIGH ENERGY CHEMISTRY,2022,0.7,8735, 92.11 ,,,,,,
Horticultura Brasileira,2022,0.7,8736, 92.12 ,,,,,,
IEEE ANNALS OF THE HISTORY OF COMPUTING,2022,0.7,8737, 92.13 ,,,,,,
IEICE TRANSACTIONS ON COMMUNICATIONS,2022,0.7,8738, 92.14 ,,,,,,
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,2022,0.7,8739, 92.15 ,,,,,,
INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,2022,0.7,8740, 92.16 ,,,,,,
INDIAN JOURNAL OF PURE & APPLIED PHYSICS,2022,0.7,8741, 92.18 ,,,,,,
INTEGRATED FERROELECTRICS,2022,0.7,8742, 92.19 ,,,,,,
International Journal of Ad Hoc and Ubiquitous Computing,2022,0.7,8743, 92.20 ,,,,,,
INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,2022,0.7,8744, 92.21 ,,,,,,
INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,2022,0.7,8745, 92.22 ,,,,,,
International Journal of Number Theory,2022,0.7,8746, 92.23 ,,,,,,
ISJ-Invertebrate Survival Journal,2022,0.7,8747, 92.24 ,,,,,,
ISOKINETICS AND EXERCISE SCIENCE,2022,0.7,8748, 92.25 ,,,,,,
IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,2022,0.7,8749, 92.26 ,,,,,,
Journal AWWA,2022,0.7,8750, 92.27 ,,,,,,
Journal of Animal and Plant Sciences-JAPS,2022,0.7,8751, 92.28 ,,,,,,
Journal of Applied Spectroscopy,2022,0.7,8752, 92.29 ,,,,,,
JOURNAL OF COMBINATORIAL DESIGNS,2022,0.7,8753, 92.30 ,,,,,,
Journal of Computational and Theoretical Transport,2022,0.7,8754, 92.31 ,,,,,,
Journal of Fish and Wildlife Management,2022,0.7,8755, 92.32 ,,,,,,
Journal of Friction and Wear,2022,0.7,8756, 92.33 ,,,,,,
Journal of Hyperbolic Differential Equations,2022,0.7,8757, 92.34 ,,,,,,
Journal of Ichthyology,2022,0.7,8758, 92.35 ,,,,,,
JOURNAL OF INFRARED AND MILLIMETER WAVES,2022,0.7,8759, 92.37 ,,,,,,
JOURNAL OF LOGIC AND COMPUTATION,2022,0.7,8760, 92.38 ,,,,,,
JOURNAL OF MEDICAL PRIMATOLOGY,2022,0.7,8761, 92.39 ,,,,,,
Journal of Mens Health,2022,0.7,8762, 92.40 ,,,,,,
Journal of Mineralogical and Petrological Sciences,2022,0.7,8763, 92.41 ,,,,,,
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,2022,0.7,8764, 92.42 ,,,,,,
JOURNAL OF NUMBER THEORY,2022,0.7,8765, 92.43 ,,,,,,
JOURNAL OF SWINE HEALTH AND PRODUCTION,2022,0.7,8766, 92.44 ,,,,,,
JOURNAL OF SYMBOLIC COMPUTATION,2022,0.7,8767, 92.45 ,,,,,,
Journal of Symplectic Geometry,2022,0.7,8768, 92.46 ,,,,,,
JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,2022,0.7,8769, 92.47 ,,,,,,
JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,2022,0.7,8770, 92.48 ,,,,,,
JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN,2022,0.7,8771, 92.49 ,,,,,,
JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,2022,0.7,8772, 92.50 ,,,,,,
Journal of Theoretical and Applied Mechanics,2022,0.7,8773, 92.51 ,,,,,,
Journal of Volcanology and Seismology,2022,0.7,8774, 92.52 ,,,,,,
JOURNAL OF ZOO AND WILDLIFE MEDICINE,2022,0.7,8775, 92.53 ,,,,,,
Kafkas Universitesi Veteriner Fakultesi Dergisi,2022,0.7,8776, 92.54 ,,,,,,
KOVOVE MATERIALY-METALLIC MATERIALS,2022,0.7,8777, 92.56 ,,,,,,
LAW PROBABILITY & RISK,2022,0.7,8778, 92.57 ,,,,,,
M S-MEDECINE SCIENCES,2022,0.7,8779, 92.58 ,,,,,,
Maejo International Journal of Science and Technology,2022,0.7,8780, 92.59 ,,,,,,
Magnetohydrodynamics,2022,0.7,8781, 92.60 ,,,,,,
Materials Express,2022,0.7,8782, 92.61 ,,,,,,
Mechanics of Solids,2022,0.7,8783, 92.62 ,,,,,,
Mechanika,2022,0.7,8784, 92.63 ,,,,,,
METRIKA,2022,0.7,8785, 92.64 ,,,,,,
MILITARY OPERATIONS RESEARCH,2022,0.7,8786, 92.65 ,,,,,,
MOLECULAR CRYSTALS AND LIQUID CRYSTALS,2022,0.7,8787, 92.66 ,,,,,,
Nauplius,2022,0.7,8788, 92.67 ,,,,,,
Nephrologie & Therapeutique,2022,0.7,8789, 92.68 ,,,,,,
NEUROENDOCRINOLOGY LETTERS,2022,0.7,8790, 92.69 ,,,,,,
Noise & Health,2022,0.7,8791, 92.70 ,,,,,,
North-Western Journal of Zoology,2022,0.7,8792, 92.71 ,,,,,,
NOTA LEPIDOPTEROLOGICA,2022,0.7,8793, 92.72 ,,,,,,
Notre Dame Journal of Formal Logic,2022,0.7,8794, 92.73 ,,,,,,
NUKLEONIKA,2022,0.7,8795, 92.74 ,,,,,,
Open Astronomy,2022,0.7,8796, 92.76 ,,,,,,
Operative Orthopadie und Traumatologie,2022,0.7,8797, 92.77 ,,,,,,
Orthopaedic Nursing,2022,0.7,8798, 92.78 ,,,,,,
PACIFIC SCIENCE,2022,0.7,8799, 92.79 ,,,,,,
PEDIATRIC NEUROSURGERY,2022,0.7,8800, 92.80 ,,,,,,
Periodico di Mineralogia,2022,0.7,8801, 92.81 ,,,,,,
Pharmacognosy Magazine,2022,0.7,8802, 92.82 ,,,,,,
Plastic Surgery,2022,0.7,8803, 92.83 ,,,,,,
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,2022,0.7,8804, 92.84 ,,,,,,
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,2022,0.7,8805, 92.85 ,,,,,,
PROGRAMMING AND COMPUTER SOFTWARE,2022,0.7,8806, 92.86 ,,,,,,
PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,2022,0.7,8807, 92.87 ,,,,,,
PROGRESS IN REACTION KINETICS AND MECHANISM,2022,0.7,8808, 92.88 ,,,,,,
Psychiatry and Clinical Psychopharmacology,2022,0.7,8809, 92.89 ,,,,,,
Pure and Applied Mathematics Quarterly,2022,0.7,8810, 92.90 ,,,,,,
Quaestiones Mathematicae,2022,0.7,8811, 92.91 ,,,,,,
QUARTERLY JOURNAL OF MATHEMATICS,2022,0.7,8812, 92.92 ,,,,,,
Radiologie,2022,0.7,8813, 92.93 ,,,,,,
RAMANUJAN JOURNAL,2022,0.7,8814, 92.95 ,,,,,,
RARE METAL MATERIALS AND ENGINEERING,2022,0.7,8815, 92.96 ,,,,,,
REVISTA BRASILEIRA DE PALEONTOLOGIA,2022,0.7,8816, 92.97 ,,,,,,
Revista Mexicana de Ciencias Pecuarias,2022,0.7,8817, 92.98 ,,,,,,
Revista Romana de Materiale-Romanian Journal of Materials,2022,0.7,8818, 92.99 ,,,,,,
